,Type,Name,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_2,Refuse_Pct
1707,GIRL SCOUTS,CARAMEL DULCE DE LECHE COOKIES,2.5,520.0,5.1,27.1,0.0,64.8,1.3,29.6,0.0,2.3,11.0,58.0,62.0,225.0,0.4,0.0,0.0,0.0,0.0,0.37,0.25,2.8,0.0,0.02,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,5.6,8.6,0.0,30.0,0.0,0.0
1708,GIRL SCOUTS,CHALET COOKIES,2.8,478.0,4.2,19.1,0.0,72.3,1.5,35.4,0.0,3.3,10.0,43.0,68.0,247.0,0.5,0.0,0.0,0.0,0.0,0.28,0.19,2.2,0.0,0.02,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,4.2,6.9,0.0,36.0,0.0,0.0
1709,GIRL SCOUTS,DO-SI-DOS COOKIES,3.0,478.0,8.1,21.4,0.0,66.0,3.7,31.1,0.0,3.4,0.0,31.0,149.0,301.0,0.0,0.0,0.0,0.0,0.0,0.26,0.15,10.2,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.5,7.3,0.0,24.0,0.0,0.0
1710,GIRL SCOUTS,SAMOAS COOKIES,5.7,489.0,3.5,25.8,0.0,64.1,4.4,35.8,0.0,3.2,30.0,76.0,195.0,182.0,0.5,0.0,0.0,0.0,0.0,0.14,0.12,1.2,0.0,0.05,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,2.8,3.7,2.0,29.0,0.0,0.0
1711,GIRL SCOUTS,TAGALONGS COOKIES,1.8,558.0,8.1,35.3,0.0,52.2,3.5,30.9,0.0,2.1,17.0,37.0,217.0,371.0,0.2,0.0,0.0,0.0,0.0,0.14,0.09,4.5,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,8.4,6.3,0.0,25.0,0.0,0.0
1712,GIRL SCOUTS,THANK U BERRY MUNCH COOKIES,3.5,491.0,4.6,21.6,0.0,70.0,1.8,28.9,0.0,2.3,2.0,42.0,22.0,305.0,0.0,0.0,0.0,0.0,0.0,0.31,0.21,2.6,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.8,4.5,7.2,0.0,25.0,0.0,0.0
1713,GIRL SCOUTS,THIN MINTS COOKIES,2.0,502.0,4.5,24.2,0.0,67.3,2.3,32.0,0.0,3.0,25.0,75.0,95.0,380.0,0.3,0.0,0.0,0.0,0.0,0.29,0.19,2.5,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,2.6,3.6,0.0,32.0,0.0,0.0
1714,GIRL SCOUTS,TREFOILS COOKIES,2.5,498.0,5.7,22.9,0.0,68.0,1.6,20.7,0.0,3.0,1.0,15.0,22.0,343.0,0.1,0.0,0.0,0.0,0.0,0.43,0.29,3.6,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,5.1,8.1,1.0,33.0,0.0,0.0
1715,GLUTINO,GLUTEN FREE COOKIES,2.065,480.5,2.19,18.34,0.7250000000000001,76.685,1.25,49.215,15.0,1.52,24.5,51.0,112.0,232.0,0.42000000000000004,0.14450000000000002,0.381,0.0,0.0,0.025,0.038,0.195,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.999499999999999,6.1975,1.862,0.0,44.5,0.0,0.0
1716,GLUTINO,GLUTEN FREE WAFERS,1.245,528.0,2.03,27.3,0.8150000000000001,68.605,0.8,41.650000000000006,59.0,1.925,22.0,91.5,188.0,116.5,0.405,0.1295,0.215,0.0,0.0,0.0225,0.037,0.0325,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,12.899999999999999,8.887,2.472,0.0,26.5,0.0,0.0
1717,GOAT,RAW,75.84,109.0,20.6,2.31,1.11,0.0,0.0,0.0,13.0,2.83,0.0,180.0,385.0,82.0,4.0,0.256,0.038,8.8,0.0,0.11,0.49,3.75,0.0,0.0,5.0,0.0,5.0,5.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,1.03,0.17,57.0,28.35,453.6,0.0
1718,GOJI BERRIES,DRIED,7.5,349.0,14.26,0.39,0.78,77.06,13.0,45.61,190.0,6.8,0.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,48.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
1719,GOOSE,DOMESTICATED,56.785000000000004,268.75,23.185,18.835,1.02,0.0,0.0,0.0,13.0,2.6925,22.25,281.25,361.25,76.5,2.4625,0.279,0.022750000000000003,19.625,2.85,0.09575,0.33375,4.03375,1.65775,0.4675,12.25,0.0,12.25,12.25,16.625,0.4325,51.25,15.5,15.5,0.0,0.0,0.0,0.0,0.0,0.435,0.025,0.75,1.275,6.0,8.552499999999998,2.1799999999999997,87.75,113.25,321.0,36.25
1720,GOOSE,LIVER,71.78,133.0,16.37,4.28,1.25,6.32,0.0,0.0,43.0,30.53,24.0,261.0,230.0,140.0,3.07,7.522,0.0,68.1,4.5,0.562,0.892,6.5,6.184,0.76,738.0,0.0,738.0,738.0,0.0,54.0,30998.0,9309.0,9309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.81,0.26,515.0,94.0,11.0,0.0
1721,GOOSEBERRIES,CND,80.1,73.0,0.65,0.2,0.29,18.75,2.4,0.0,16.0,0.33,6.0,7.0,77.0,2.0,0.11,0.217,0.177,0.4,10.0,0.02,0.053,0.153,0.138,0.012,3.0,0.0,3.0,3.0,0.0,0.0,138.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.018,0.11,0.0,252.0,0.0,0.0
1722,GOOSEBERRIES,RAW,87.87,44.0,0.88,0.58,0.49,10.18,4.3,0.0,25.0,0.31,10.0,27.0,198.0,1.0,0.12,0.07,0.144,0.6,27.7,0.04,0.03,0.3,0.286,0.08,6.0,0.0,6.0,6.0,0.0,0.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.038,0.051,0.317,0.0,150.0,0.0,0.0
1723,GOURD,DISHCLOTH (TOWELGOURD),87.47666666666667,43.333333333333336,0.84,0.2933333333333334,0.5766666666666667,10.813333333333333,2.3000000000000003,4.12,12.666666666666666,0.36000000000000004,18.0,31.333333333333332,348.3333333333333,93.66666666666667,0.1366666666666667,0.06833333333333334,0.17933333333333334,0.20000000000000004,7.8,0.04733333333333334,0.04800000000000001,0.3066666666666667,0.4066666666666667,0.08033333333333333,10.333333333333334,0.0,10.333333333333334,10.333333333333334,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19333333333333333,0.0,0.0,1.3666666666666665,0.023333333333333334,0.05433333333333334,0.12766666666666668,0.0,150.33333333333334,118.66666666666667,9.0
1724,GOURD,WHITE-FLOWERED (CALABASH),95.39333333333333,14.0,0.6066666666666666,0.02,0.5866666666666667,3.393333333333333,0.9666666666666667,0.0,24.666666666666668,0.2333333333333333,11.0,13.0,163.33333333333334,80.66666666666667,0.6999999999999998,0.026,0.066,0.20000000000000004,9.033333333333333,0.029,0.022000000000000002,0.3666666666666667,0.14666666666666664,0.03866666666666666,4.666666666666667,0.0,4.666666666666667,4.666666666666667,0.0,0.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.009,0.0,116.66666666666667,257.0,10.0
1725,GRANOLA BAR,SOFT,3.2,536.0,9.6,31.2,1.9,54.1,3.8,23.63,108.0,1.45,67.0,227.0,339.0,193.0,1.47,0.323,0.0,15.7,0.6,0.1,0.21,3.29,0.0,0.11,25.0,0.0,25.0,25.0,24.7,0.46,26.0,8.0,8.0,0.0,0.0,0.0,0.0,32.0,4.59,0.0,0.0,5.7,17.065,6.561,1.906,12.0,28.35,0.0,0.0
1726,GRANOLA BAR,W/COCNT,6.1,531.0,5.2,32.2,1.3,55.2,6.2,34.27,42.0,1.75,56.0,154.0,254.0,152.0,1.17,0.319,0.0,16.4,0.5,0.14,0.08,0.42,0.0,0.12,9.0,0.0,9.0,9.0,12.8,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.3,0.0,0.0,1.4,22.72,4.97,3.1,0.0,28.35,0.0,0.0
1727,GRANOLA BARS,HARD,2.925,471.75,8.725000000000001,21.349999999999998,1.7500000000000002,65.2,4.35,7.1425,52.75,2.725,76.25,212.0,287.75,294.25,1.6974999999999998,0.2495,1.39275,14.675,0.3,0.23349999999999999,0.09475,1.179,0.5429999999999999,0.07150000000000001,16.5,0.0,16.5,16.5,5.5,0.0025,32.0,1.75,0.0,1.5,4.25,0.0,0.0,47.25,0.5225,0.0,0.0,3.65,7.3725000000000005,5.4375,7.289999999999999,0.0,26.512500000000003,25.0,0.0
1728,GRANOLA BARS,SOFT,5.705555555555555,446.8888888888889,7.894444444444444,19.91888888888889,1.7377777777777779,64.67777777777778,4.1000000000000005,5.851111111111111,89.11111111111111,2.1988888888888893,75.44444444444444,223.0,323.44444444444446,279.0,1.481111111111111,0.35733333333333334,1.2847777777777778,11.755555555555555,0.06666666666666667,0.17366666666666666,0.16422222222222221,1.8103333333333333,0.47344444444444456,0.09422222222222222,25.333333333333332,0.0,25.333333333333332,25.333333333333332,4.6,0.22555555555555554,19.77777777777778,2.2222222222222223,1.3333333333333333,0.0,0.6666666666666666,0.0,0.0,3.6666666666666665,0.4977777777777777,0.0,0.0,3.2888888888888888,9.119,5.5585555555555555,3.4195555555555557,2.0,32.150000000000006,13.444444444444445,0.0
1729,GRAPE JUC,CND OR BTLD,84.51,60.666666666666664,0.36999999999999994,0.13,0.22,14.770000000000001,0.20000000000000004,14.199999999999998,21.333333333333332,0.25,10.0,14.0,104.0,5.0,0.07,0.018,0.239,0.0,16.7,0.017,0.015,0.133,0.04800000000000001,0.032,0.0,0.0,0.0,0.0,3.2000000000000006,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,57.0,0.0,0.0,0.0,0.4000000000000001,0.025000000000000005,0.0030000000000000005,0.022000000000000002,0.0,253.0,31.600000000000005,0.0
1730,GRAPE LEAVES,CND,76.1,69.0,4.27,1.97,5.95,11.71,9.9,0.0,289.0,2.98,14.0,34.0,29.0,2853.0,0.4,1.841,0.29,0.9,11.3,0.064,0.364,4.505,4.274,0.136,78.0,0.0,78.0,78.0,0.0,0.0,5253.0,263.0,0.0,629.0,2838.0,0.0,0.0,1487.0,1.79,0.0,0.0,97.3,0.312,0.076,0.989,0.0,4.0,0.0,0.0
1731,GRAPE LEAVES,RAW,73.32,93.0,5.6,2.12,1.65,17.31,11.0,6.3,363.0,2.63,95.0,91.0,272.0,9.0,0.67,0.415,2.855,0.9,11.1,0.04,0.354,2.362,0.231,0.4,83.0,0.0,83.0,83.0,12.8,0.0,27521.0,1376.0,0.0,629.0,16194.0,9.0,0.0,1747.0,2.0,0.0,0.0,108.6,0.336,0.081,1.065,0.0,14.0,3.0,5.0
1732,GRAPEFRUIT,RAW,90.09142857142857,34.714285714285715,0.6642857142857144,0.10571428571428572,0.33714285714285713,8.802857142857144,0.7000000000000001,3.025714285714286,14.142857142857142,0.08,8.714285714285714,10.571428571428571,141.28571428571428,0.14285714285714285,0.07,0.041857142857142864,0.015428571428571429,0.4571428571428572,34.9,0.038142857142857145,0.02157142857142857,0.22614285714285715,0.27999999999999997,0.044,10.714285714285714,0.0,10.714285714285714,10.714285714285714,3.3000000000000003,0.0,378.2857142857143,18.857142857142858,0.0,2.142857142857143,178.85714285714286,2.142857142857143,364.85714285714283,3.0,0.055714285714285716,0.0,0.0,0.0,0.015,0.013999999999999999,0.02571428571428571,0.0,230.0,127.0,50.0
1733,GRAPEFRUIT,SECTIONS,87.70333333333333,44.333333333333336,0.6133333333333333,0.09666666666666668,0.3233333333333333,11.266666666666666,0.4000000000000001,10.863333333333335,14.666666666666666,0.34,10.333333333333334,10.666666666666666,143.33333333333334,3.6666666666666665,0.08333333333333333,0.05666666666666667,0.007,0.9,25.666666666666668,0.035333333333333335,0.019666666666666666,0.247,0.12,0.02,9.0,0.0,9.0,9.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09000000000000001,0.0,0.0,0.0,0.013333333333333334,0.013,0.023000000000000003,0.0,249.0,0.0,0.0
1734,GRAPEFRUIT JUC,PINK OR RED,90.0,38.0,0.5,0.1,0.71,8.69,0.0,8.33,146.0,0.2,12.0,15.0,162.0,1.0,0.05,0.033,0.0,0.0,25.0,0.04,0.02,0.2,0.0,0.044,11.0,0.0,11.0,11.0,6.4,0.0,440.0,22.0,0.0,1.0,262.0,2.0,1189.0,4.0,0.11,0.0,0.0,0.0,0.014,0.013,0.024,0.0,240.0,0.0,0.0
1735,GRAPEFRUIT JUC,WHITE,85.17999999999999,56.666666666666664,0.7933333333333333,0.16666666666666666,0.445,13.413333333333334,0.38333333333333336,13.103333333333332,13.333333333333334,0.235,14.5,19.833333333333332,200.33333333333334,2.1666666666666665,0.08333333333333333,0.04900000000000001,0.02666666666666667,0.11666666666666668,45.833333333333336,0.051333333333333335,0.02716666666666667,0.28983333333333333,0.21833333333333335,0.04699999999999999,7.833333333333333,0.0,7.833333333333333,7.833333333333333,7.933333333333334,0.0,21.166666666666668,1.1666666666666667,0.0,2.6666666666666665,10.666666666666666,1.1666666666666667,0.0,12.333333333333334,0.08,0.0,0.0,0.016666666666666666,0.021,0.020833333333333332,0.0375,0.0,240.83333333333334,20.650000000000002,0.0
1736,GRAPEFRUIT JUICE,PINK,90.0,39.0,0.5,0.1,0.2,9.2,0.0,0.0,9.0,0.2,12.0,15.0,162.0,1.0,0.05,0.033,0.02,0.0,38.0,0.04,0.02,0.2,0.189,0.044,10.0,0.0,10.0,10.0,0.0,0.0,440.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.013,0.024,0.0,247.0,196.0,0.0
1737,GRAPES,AMERICAN TYPE (SLIP SKN),81.3,67.0,0.63,0.35,0.57,17.15,0.9,16.25,14.0,0.29,5.0,10.0,191.0,2.0,0.04,0.04,0.718,0.1,4.0,0.092,0.057,0.3,0.024,0.11,4.0,0.0,4.0,4.0,5.6,0.0,100.0,5.0,0.0,1.0,59.0,0.0,0.0,72.0,0.19,0.0,0.0,14.6,0.114,0.014,0.102,0.0,92.0,2.4,42.0
1738,GRAPES,CND,84.185,58.0,0.49,0.10500000000000001,0.245,14.975,0.6,14.375,10.0,0.96,6.0,17.5,105.0,5.5,0.05,0.055,0.0385,0.1,1.0,0.0305,0.0225,0.1275,0.041,0.065,3.0,0.0,3.0,3.0,3.8,0.0,54.5,2.5,0.0,1.0,32.0,0.0,0.0,48.0,0.13,0.0,0.0,9.8,0.034,0.004,0.0305,0.0,250.5,0.0,0.0
1739,GRAPES,RED OR GRN (EURO TYPE,80.54,69.0,0.72,0.16,0.48,18.1,0.9,15.48,10.0,0.36,7.0,20.0,191.0,2.0,0.07,0.127,0.071,0.1,3.2,0.069,0.07,0.188,0.05,0.086,2.0,0.0,2.0,2.0,5.6,0.0,66.0,3.0,0.0,1.0,39.0,0.0,0.0,72.0,0.19,0.0,0.0,14.6,0.054,0.007,0.048,0.0,151.0,49.0,4.0
1740,GRAVY,AU JUS,48.62,164.5,5.199999999999999,4.915,16.27,24.995,0.0,0.0,72.0,4.95,29.0,91.5,180.0,6033.0,0.85,0.11,0.234,3.3000000000000003,1.0,0.246,0.192,2.4935,0.0885,0.092,41.5,0.0,41.5,41.5,0.0,0.21000000000000002,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.063,2.3815,0.12000000000000001,2.0,31.0,149.0,0.0
1741,GRAVY,BF,87.48,53.0,3.75,2.36,1.6,4.81,0.4,0.21,6.0,0.7,2.0,30.0,81.0,560.0,1.0,0.1,0.2,1.0,0.0,0.032,0.036,0.66,0.02,0.01,2.0,0.0,2.0,2.0,6.3,0.1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.1,1.153,0.962,0.08,3.0,233.0,291.0,0.0
1742,GRAVY,BROWN,5.0,367.0,10.74,9.61,15.27,59.38,2.0,0.0,132.0,1.72,34.0,203.0,262.0,4843.0,1.11,0.19,0.412,6.1,0.3,0.18,0.39,3.7,0.1,0.1,31.0,17.0,14.0,43.0,0.0,0.7,27.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.319,4.452,0.405,3.0,6.0,0.0,0.0
1743,GRAVY,BROWN INST,5.51,380.0,8.53,11.85,14.34,59.78,3.2,9.23,116.0,7.4,32.0,212.0,367.0,5053.0,0.96,0.149,0.202,9.3,1.9,0.236,0.473,2.261,1.014,0.282,69.0,43.0,26.0,99.0,47.3,0.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.38,0.0,0.0,0.3,5.866,5.488,0.499,12.0,6.7,454.0,0.0
1744,GRAVY,CAMPBELL'S,89.41933333333331,48.266666666666666,1.4026666666666672,2.5453333333333332,1.63,5.002666666666666,0.0,1.3,0.8,0.008,0.2,1.0,3.6666666666666665,462.8666666666667,0.006,0.0012,0.0015333333333333334,0.02666666666666667,0.0,0.0006666666666666666,0.0031333333333333335,0.019799999999999998,0.011333333333333334,0.0013333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,33.46666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005333333333333333,0.0,0.0,0.013333333333333334,0.8282,0.057466666666666666,0.024066666666666667,5.266666666666667,59.0,15.066666666666666,0.0
1745,GRAVY,CHICKEN,3.85,381.0,11.27,9.73,13.06,62.09,0.0,0.0,146.0,1.33,40.0,249.0,404.0,4152.0,1.39,0.112,0.219,5.2,0.6,0.249,0.634,4.018,1.286,0.202,125.0,16.0,109.0,136.0,0.0,0.48,308.0,38.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,4.648,1.877,19.0,8.0,8.0,0.0
1746,GRAVY,FRANCO-AMERICAN,89.88,37.2,1.69,0.51,2.154,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,59.0,0.0,0.0
1747,GRAVY,HEINZ HOME STYLE,90.35,42.5,0.8800000000000001,1.8499999999999999,1.31,5.625,0.35,0.26,8.0,0.1,3.0,16.0,28.5,479.5,0.11499999999999999,0.019,0.0195,1.3,0.0,0.0185,0.0395,0.226,0.108,0.0205,2.0,0.0,2.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.4,0.528,0.7685,0.2375,3.0,57.5,115.0,0.0
1748,GRAVY,INST BF,4.65,369.0,9.8,9.48,14.97,61.1,4.3,23.9,141.0,6.27,41.0,239.0,450.0,5203.0,0.76,0.146,0.154,18.0,0.9,0.187,0.514,1.075,1.218,0.138,34.0,20.0,15.0,48.0,47.8,0.62,8.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.01,0.0,0.0,0.4,4.88,3.659,0.938,11.0,6.7,454.0,0.0
1749,GRAVY,INST TURKEY,5.24,409.0,11.72,14.66,10.82,57.56,3.8,7.6,115.0,9.57,30.0,203.0,306.0,4090.0,1.13,0.169,0.186,19.4,0.9,0.13,0.264,1.181,0.63,0.205,45.0,15.0,30.0,56.0,23.9,0.37,63.0,18.0,17.0,0.0,3.0,0.0,0.0,6.0,0.74,0.0,0.0,2.0,4.931,5.25,4.478,24.0,6.7,454.0,0.0
1750,GRAVY,MEAT OR POULTRY,87.5,53.0,3.8,2.4,0.14,6.16,0.3,0.01,6.0,0.7,2.0,30.0,81.0,18.0,1.0,0.1,0.0,0.6,0.0,0.03,0.04,0.66,0.0,0.01,25.0,0.0,25.0,25.0,6.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,1.003,1.068,0.095,3.0,236.0,0.0,0.0
1751,GRAVY,MUSHROOM,46.17,189.0,5.63,3.355,9.78,35.065,2.6,1.63,118.5,0.8300000000000001,18.0,109.0,184.0,3575.0,1.12,0.3175,0.35,3.5999999999999996,3.5,0.1165,0.2315,2.1855,0.6000000000000001,0.060000000000000005,21.5,8.5,13.0,27.5,12.2,0.35,0.5,0.0,0.0,0.0,0.5,0.0,0.0,4.5,0.075,0.0,0.0,0.1,1.38,1.24,0.5800000000000001,1.5,129.5,149.0,0.0
1752,GRAVY,ONION,4.36,322.0,9.0,3.0,16.0,67.64,6.0,0.0,280.0,1.0,34.0,203.0,262.0,4186.0,0.88,0.17,0.4,6.1,7.0,0.2,0.4,3.7,0.1,0.1,31.0,17.0,14.0,43.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.9,0.14,2.0,24.0,0.0,0.0
1753,GRAVY,PORK,4.43,367.0,8.78,8.63,14.59,63.57,2.4,24.73,139.0,3.94,34.0,188.0,235.0,5356.0,1.06,0.154,0.311,6.1,1.4,0.16,0.283,2.27,0.326,0.086,31.0,15.0,16.0,42.0,24.1,0.51,117.0,34.0,34.0,0.0,2.0,0.0,0.0,10.0,0.26,0.0,0.0,0.4,4.29,3.881,0.454,10.0,6.7,0.0,0.0
1754,GRAVY,TURKEY,46.635,209.0,6.51,4.6450000000000005,7.1049999999999995,35.11,0.2,0.105,75.0,1.995,23.0,141.5,268.5,2484.5,1.03,0.1165,0.20950000000000002,2.9,0.1,0.11549999999999999,0.265,2.035,0.516,0.107,42.0,8.0,34.0,47.5,1.45,0.33999999999999997,17.5,4.0,3.5,0.0,0.0,0.0,0.0,0.5,0.025,0.0,0.0,0.0,1.2975,1.7375,1.343,8.0,122.5,7.45,0.0
1755,GRAVY,UNSPEC TYPE,4.0,344.0,13.0,8.0,17.0,58.0,0.0,0.0,150.0,1.0,45.0,203.0,262.0,5730.0,1.4,0.1,0.4,6.1,7.0,0.2,0.432,3.7,0.1,0.1,31.0,17.0,14.0,43.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,3.15,1.62,4.0,25.0,0.0,0.0
1756,GRILLED CHICK,BACON & TOMO CLB SNDWCH,52.52,220.0,17.19,8.05,2.38,19.87,1.2,4.68,95.0,1.37,32.0,215.0,226.0,630.0,1.34,0.089,0.0,24.8,4.4,0.172,0.186,5.575,0.826,0.296,31.0,6.0,25.0,36.0,47.8,0.47,359.0,35.0,21.0,9.0,169.0,0.0,240.0,73.0,0.61,0.1,5.0,8.7,3.109,2.949,1.88,46.0,268.0,0.0,0.0
1757,GROUND TURKEY,85% LN,61.54999999999999,229.0,22.629999999999995,15.396666666666667,1.16,0.0,0.0,0.0,43.333333333333336,1.78,24.0,225.66666666666666,240.0,73.33333333333333,3.186666666666667,0.19099999999999998,0.013333333333333334,31.933333333333337,0.0,0.07133333333333335,0.223,6.475666666666666,1.2333333333333332,0.44333333333333336,6.666666666666667,0.0,6.666666666666667,6.666666666666667,69.13333333333334,1.4333333333333333,105.0,31.333333333333332,31.333333333333332,0.0,0.0,0.0,0.0,0.0,0.08,0.26666666666666666,10.0,0.0,4.0376666666666665,5.354333333333334,4.092,96.33333333333333,85.0,9.450000000000001,0.0
1758,GROUND TURKEY,93% LN,65.36666666666666,190.0,23.896666666666665,10.463333333333333,1.0866666666666667,0.0,0.0,0.0,27.0,1.4866666666666666,25.0,220.66666666666666,254.66666666666666,83.33333333333333,3.3366666666666664,0.14466666666666667,0.009666666666666665,24.96666666666667,0.0,0.07833333333333332,0.22633333333333336,6.717333333333333,1.2333333333333334,0.43933333333333335,7.0,0.0,7.0,7.0,69.8,1.6333333333333335,93.0,27.666666666666668,27.666666666666668,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.26666666666666666,10.0,0.0,2.6980000000000004,3.5376666666666665,3.214666666666666,94.66666666666667,66.11666666666666,151.0,0.0
1759,GROUND TURKEY,CKD,62.07,203.0,27.37,10.4,1.26,0.0,0.0,0.0,28.0,1.52,30.0,254.0,294.0,78.0,3.11,0.151,0.011,31.1,0.0,0.077,0.211,8.724,1.193,0.633,7.0,0.0,7.0,7.0,78.2,1.34,79.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.11,0.2,8.0,0.0,2.669,3.458,2.917,93.0,82.0,330.0,0.0
1760,GROUND TURKEY,FAT FREE,69.60666666666667,133.66666666666666,28.083333333333332,2.38,1.2866666666666666,0.0,0.0,0.0,5.0,0.8566666666666668,33.0,260.3333333333333,330.3333333333333,57.0,2.0500000000000003,0.062,0.006000000000000001,27.166666666666668,0.0,0.07033333333333334,0.12833333333333333,10.988333333333335,0.9133333333333332,0.9483333333333333,7.666666666666667,0.0,7.666666666666667,7.666666666666667,57.06666666666667,0.6266666666666667,26.666666666666668,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.08666666666666667,0.26666666666666666,10.0,0.0,0.6256666666666667,0.6586666666666666,0.7319999999999999,63.666666666666664,85.0,18.900000000000002,0.0
1761,GROUND TURKEY,RAW,72.36,148.0,19.66,7.66,1.0,0.0,0.0,0.0,19.0,1.09,23.0,200.0,237.0,58.0,2.35,0.096,0.008,21.9,0.0,0.066,0.156,6.733,0.993,0.564,7.0,0.0,7.0,7.0,50.8,1.0,66.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.09,0.4,14.0,0.0,2.024,2.635,2.205,69.0,453.6,114.0,0.0
