FullName,Word Embedding,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,Item,Footprint
corn dried navajo,"[ 1.77838976e-01 -1.05944728e-01 -4.11454253e-02 -7.95683935e-02
 -1.43277161e+00  2.70455549e-01 -5.87442014e-01  1.09085184e+00
 -1.93258549e+00  5.57293397e-01  1.13868415e+00 -8.05240273e-02
 -8.75558123e-01 -1.62020140e+00  1.33020880e+00  1.81989558e-03
  1.62942579e-01  3.38862047e-01 -2.27632127e-01 -1.49473953e+00
  4.94536091e-01  9.08577589e-01  1.71264756e+00 -9.68188086e-01
 -8.79506041e-01  1.84070501e-01 -4.98315205e-01 -4.43846611e-01
 -4.28846685e-01 -2.76245466e-01  3.38447592e-01 -2.21824673e-01
  1.61776922e+00  4.38125747e-01 -3.32923611e-01 -7.77775409e-02
 -5.46024414e-01 -1.31852475e+00  4.79582820e-01  1.58434214e+00
 -2.75265078e-02 -1.20124328e+00 -5.89169026e-01  1.84157759e+00
 -6.72930403e-01  5.23163864e-01 -2.09239379e-01 -8.85486367e-01
  5.87000477e-01  1.23001239e+00 -1.65598688e-01 -1.44986352e+00
 -1.44354468e+00  2.94190546e-01  4.17006121e-02 -1.72922513e-01
 -4.91888135e-01  4.59967172e-01  3.17205220e-01  1.86141118e+00
  7.85759144e-01  3.57187740e-01  1.85898649e-01  1.06375027e+00
 -2.61878558e-01 -2.31743974e-01 -7.06828399e-01 -1.47734521e+00
  3.17703436e-02  2.30023221e-01 -1.71340173e-01 -4.66048491e-01
  1.24491063e+00 -1.74156795e-01  2.02146296e+00  6.54827410e-01
 -1.80948069e-01  1.31261714e+00  7.24981363e-01 -2.42486060e-01
  8.49875962e-01  1.45660117e+00  1.27170786e-01  1.46811715e-01
 -6.41897103e-01 -5.44624827e-01 -3.13429385e-01  1.25127699e+00
 -1.88905092e+00 -3.18270262e-01  1.92519344e+00 -5.96071229e-01
 -1.01450591e+00 -1.04925329e-01  4.47732270e-01 -5.89506592e-01
  7.37792667e-01 -7.25153867e-01 -1.16918114e-01 -4.23761365e-01]",386.0,9.88,5.22,74.93,5.38,0.0,0.0,0.372,0.0,0.0,0.0,0.0,3.3,0.068,0.2,15.0,0.195,1.92,124.0,0.848,337.0,0.0,3.05,corn canned,1.355
corn white,"[-8.12359095e-01  6.36793591e-01 -1.16781463e+00 -1.46769586e+00
 -1.04412556e+00 -4.21262756e-01 -1.43854862e+00 -2.01405231e-02
 -1.51292717e+00  2.51272860e+00 -1.15170956e-01 -9.80870634e-01
 -8.67916375e-01 -1.42509992e+00  2.14594066e+00  1.19874655e+00
 -4.90774751e-01  4.26248431e-01 -6.37750641e-01 -2.36665154e+00
 -5.79345211e-01  1.10630932e+00  2.24787521e+00 -4.06043181e-01
  7.91586936e-02  6.02599554e-01 -1.27813524e+00  9.89759624e-01
  3.10758978e-01 -1.98544848e+00  1.65091920e+00  1.52506885e+00
  7.37863392e-01  3.17872833e-01 -1.01261500e+00  1.77972659e-01
 -7.39512503e-01 -6.13754272e-01  7.18861878e-01  1.44942665e+00
  8.37818868e-01 -6.89825224e-01 -2.77346730e-01  2.98412538e+00
 -8.65237772e-01  1.03424211e+00  5.51571809e-01  1.45946145e-02
  2.15740526e+00  9.50009644e-01  1.64764792e-01 -2.07734492e+00
 -1.15910324e+00 -3.50097567e-02 -1.00575952e+00 -1.97738123e+00
 -1.94529349e+00  7.21728265e-01 -6.95330642e-01  1.70155978e+00
  1.27841914e+00 -1.13588186e+00 -4.20487717e-01  1.01075856e+00
 -1.15811855e+00  2.04969734e-01 -1.06450775e+00  2.84988105e-01
 -2.09729207e+00 -3.79254635e-01 -8.55177641e-05 -2.43562245e+00
  1.24593811e+00 -9.48915571e-01  2.65096450e+00  1.66950879e+00
 -6.06037259e-01  5.53689659e-01 -1.39489762e+00 -3.62440139e-01
  3.99865091e-01  5.95407665e-01  8.99820738e-02 -3.96293730e-01
 -9.06536112e-01 -9.63752239e-01 -1.46510601e-02 -1.32206023e-01
 -1.84610090e+00  6.65322304e-01  4.59236932e+00 -4.18773116e-01
 -3.88041258e-01  6.90121979e-01 -5.36507249e-01  1.71697287e-01
 -8.95747542e-02 -4.65656999e-01 -1.44550871e-01  3.74488369e-01]",386.0,9.72,5.18,75.2,6.47,16.6,0.0,0.289,0.0,0.0,0.0,0.0,3.31,0.067,0.08,14.0,0.231,2.29,123.0,0.926,312.0,0.0,3.15,corn canned,1.355
cornmeal blue navajo,"[ 0.11808434 -0.82843385 -1.40295537  0.50510018 -0.68053584 -0.19639376
  0.47557615 -0.82589153 -1.31506304  0.11532939  0.58073473  0.00621264
 -0.54273916 -0.87791225  0.61084531  0.54433676  0.10721356 -0.18741991
 -0.50425853 -1.20360793  0.7456358  -0.40237736  0.65661189 -1.24687483
  0.10798445 -0.30906088 -0.01601175 -0.07909937  0.23710016 -0.26589194
  1.07380873  0.58764789 -1.32328373  1.14436733  0.49813942 -0.05784944
  0.31505283  0.83001875  0.29374197 -0.75414223 -0.64501565 -0.9799886
  0.83428375  1.23700168  0.06219479  0.17052142 -1.20078124 -0.20660905
  0.59478354  0.20648834  1.02975283 -0.19029288 -0.06072102 -0.56264788
  0.130985   -0.41844091  0.71330821 -0.28211262 -0.27091151 -0.99060712
 -0.72462742 -1.27321098  0.05089949 -0.75996569  0.07057922  0.61564209
 -0.34919984 -0.4957154  -0.22476636  0.28991498 -1.4381836  -1.620714
  0.71339249  0.09209799 -0.69306737  0.24610639 -0.97856723 -0.05375996
  0.6980332   0.06351323  1.00278762 -0.49745406  0.78166966 -0.35355522
  0.11778975 -0.01709901 -0.41213439  0.86649273 -0.14684059  0.49807662
  1.09421075 -0.13199324 -0.51240783  0.10708086 -0.61228357 -0.227901
  0.37570249  0.37173587  0.92502099  0.21357829]",398.0,10.4,5.44,76.93,1.81,8.7,0.0,0.593,0.0,0.0,0.73,0.0,2.02,0.107,0.285,5.0,0.218,2.91,133.0,0.758,354.0,11.8,2.91,asiago,10.24
cornmeal white navajo,"[-0.2242438   0.19442397 -1.59969779 -0.19863583 -1.32378189 -0.51255971
  0.27086531 -0.67295866 -0.23752201  1.74526066 -0.7625248  -0.22403284
  0.18539561 -0.33302798  1.14032294  0.93661827  0.32635047 -0.87906469
 -0.11572585 -0.80535934  0.24464967  0.40284648  0.9347278  -0.36643454
  0.45050308  0.39159084  0.1060623   0.64461648  0.39490435 -0.75387618
  0.83275996  1.41315495  0.15124444  0.60867569  1.05010798 -0.29160877
 -0.176934    0.92101428  0.33793508  0.06677418  0.16867298 -0.18841657
  0.64886482  1.26463085  0.21426526  0.17019924 -0.27518084  0.34711476
  1.06926516 -0.28296132  1.23622547 -0.92311719  0.20360975 -0.26044608
 -0.08101827 -1.03623194 -0.7475503  -0.78313067 -0.58035196  0.4818237
  0.63421932 -1.45705213  0.31998529 -0.31140089 -0.02158903  0.75637905
 -0.40764477  0.10030832 -1.36129722 -0.32375413 -1.19401989 -1.52684869
  0.63595623 -1.05213462  0.035433    0.45110225  0.52582372 -0.20918362
  0.06908624 -0.00333995 -0.16382381  0.53380289  0.79436645 -0.32522359
 -0.25230179 -0.86189084  0.2106781  -0.48208509 -0.37053583  1.41462883
  2.6405751  -0.35641558 -0.61741484  0.25264923 -0.51067356 -0.05554654
 -0.27944385 -0.22284055  0.83783159  0.17383272]",398.0,10.99,5.04,77.14,1.46,10.4,0.0,0.583,0.0,0.0,0.37,32.0,2.8,0.137,0.31,11.0,0.219,3.79,125.0,0.646,280.0,0.0,3.24,yogurt white,2.095343049
cornmeal yellow navajo,"[ 6.01124083e-01  3.88856073e-01 -1.31633651e+00  3.49642778e-01
 -8.84948120e-01 -6.24677052e-01  7.29160057e-01 -2.02954171e-01
  3.18856436e-01  1.39162312e+00  3.98538113e-01 -2.09096750e-01
  2.76285241e-01 -7.85920115e-01  7.41364278e-01  5.26693922e-01
 -3.79223783e-01 -8.56130932e-01 -7.38481483e-01 -1.42395990e-01
  3.00443489e-01  1.88918600e-01  4.11974519e-01 -9.27897393e-01
  7.67698895e-01 -1.59927355e-01 -3.06212022e-01 -2.52551162e-01
 -2.53108916e-01 -6.49124832e-01  9.77557004e-01  5.93360278e-01
  4.37263581e-02  1.17438017e+00  2.45946527e-01 -2.19602602e-01
  4.05564514e-01  2.09258166e-01  4.30644689e-02  4.25787345e-01
 -8.37612008e-01 -8.30913088e-01  1.70769194e-01  9.86051500e-01
  6.72369034e-01  5.14635953e-01 -1.79687127e-01  8.81432253e-01
  7.19568012e-01  2.59875978e-02  1.44721651e+00 -8.66277163e-01
  2.26992019e-01  7.48975458e-01  6.63835350e-02 -2.19977559e-01
 -3.65348587e-01 -1.24866827e-01 -4.85692815e-01  5.45768676e-01
  2.68626807e-01 -1.24870123e+00  7.93438720e-01  4.52396200e-01
 -2.41676636e-01  1.00322650e+00 -9.26313245e-01 -1.50121192e-01
 -1.32507929e+00 -7.23615270e-01 -3.72608041e-01 -6.61007595e-01
  9.01137168e-04 -1.44572899e-01  2.82068197e-01  7.06699028e-01
  2.87493040e-01 -2.78889899e-01  2.55447550e-01  5.88787595e-02
  8.79980360e-01  7.74167007e-01  1.15712396e+00 -8.95780611e-02
  2.97926193e-01  1.46061815e-01 -8.18408074e-01 -5.18078265e-01
 -3.80556380e-01  4.04683763e-01  9.40784145e-01  8.88184849e-02
 -1.01287603e+00 -2.64638995e-01 -9.44265783e-01 -3.45001224e-01
  4.67893080e-01 -6.15976675e-01  1.36254049e+00  5.83168045e-02]",384.0,9.85,5.88,72.9,1.56,9.4,0.0,0.59,0.0,0.0,0.37,34.0,2.47,0.093,0.3,6.0,0.242,2.99,107.0,0.641,225.0,6.0,3.1,buckwheat flour,1.96
cranberries wild,"[ 0.63871074 -0.1800064   0.28272414 -0.35714673 -0.1020205  -1.00546369
 -0.72401729 -0.61843249 -1.33680016  0.18038768  0.19247176  0.12556988
  0.25531304 -0.07688168  1.3822761   0.48391659  0.12886004 -1.17844522
 -0.8710501  -2.12367201  2.52223884  2.09165031  1.00065807 -0.55744351
 -1.39845246 -1.15688431 -1.14794098  1.71793318 -0.20139644 -1.46557957
  0.52128497 -1.39867026  1.27261984  0.5587595   0.53124505  0.26818628
 -0.47619647 -0.7110931   0.17926599 -0.49983478 -0.173599   -0.2976574
 -1.00648925  1.96966377 -0.31559208  1.28396996 -1.12590924 -1.33752903
  0.92038576  1.4928087  -0.0350416  -0.20538458 -2.16219592 -0.38234616
  0.56532848  0.20804954 -0.24261463 -0.23526423  0.15134954  0.7364112
  1.31552854  0.21661547  0.72624869  0.99275988  1.05711806  0.4755208
  0.52380167  0.25426239  0.55152057 -0.44060538 -1.07474482 -0.23034722
 -0.7146913  -1.91884215  0.02331907  0.79792197  0.84196023  1.99977773
 -0.49928165 -0.91120128  0.63972941  0.08022265  0.51838438 -0.92687631
 -1.28882849 -0.68130575  0.14539999  1.61468159 -0.03707116  0.36216607
 -0.21350372 -0.01786891 -1.40784794 -0.72496174 -0.67178898  0.63856281
  0.23714721 -0.26683513  0.95614702 -0.96759241]",55.0,1.1,0.2,12.3,0.0,6.7,0.0,0.0,0.0,15.0,0.0,0.0,0.9,0.01,0.0,20.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,carrots canned,1.6
elk free range,"[ 3.15305372e-01  8.09337373e-01  5.57130848e-01  1.02178324e+00
 -1.40864320e-01 -9.87417189e-02  8.74752293e-01  4.50274897e-01
 -1.15524264e+00 -1.12011582e+00  3.16611988e-01 -3.05772118e-01
 -7.49062193e-01 -6.15661740e-01  5.73720648e-01 -1.75257662e+00
  2.06442547e-01  5.23119606e-01 -2.85803710e-01 -1.15497223e-01
  2.77880707e-01 -6.61690138e-01  9.86512194e-01 -1.53548735e-01
 -2.02658474e-01 -3.83102220e-02  3.81274719e-01 -4.00968877e-01
 -9.38531527e-02  3.99492433e-02  1.64561508e-01 -1.22047324e+00
 -1.50305341e+00 -1.77141553e-01 -3.50070838e-03  3.23219458e-01
  2.09220578e-01  3.30351789e-01 -3.80153633e-01 -2.62475849e-01
  3.24248850e-01  5.43171289e-01  4.64623779e-01  8.38744834e-01
 -6.85892138e-01  9.36003654e-01 -7.43981625e-01  2.20810279e-01
 -1.32091745e-01  3.40309795e-01 -9.21026349e-01 -4.78111998e-01
  1.02603749e+00 -2.00491515e-01  2.17563257e-01 -1.95876581e+00
 -1.35334768e+00  3.37751683e-01 -1.10365164e-01  5.65219323e-01
 -1.42615214e+00 -4.23252378e-01 -2.72430927e-02 -2.91037434e-01
 -6.34340211e-01  6.62093647e-02 -4.45479132e-01  5.95276554e-05
 -4.18904076e-01 -2.08390110e-01  2.32266565e-01  1.01130206e+00
  6.33867284e-01  3.34497945e-02  7.96163961e-01 -6.18969475e-01
  5.82312730e-01 -1.38627037e+00  1.40973363e-01 -1.10885127e-01
  1.63714942e-02  3.34215614e-01 -9.11160290e-01 -7.20107749e-01
  8.47120016e-01 -9.33206355e-02  1.46332624e+00 -3.56282413e-01
 -1.20126888e-01 -2.05039131e-01  8.14219182e-01  7.06137317e-01
  1.00858458e+00 -5.68165319e-01  2.80014742e-01 -4.06614869e-01
 -5.57598323e-01 -6.99410409e-01  1.60949385e-01  8.78538548e-01]",121.5,24.9725,2.3875,0.0,0.0,0.0,0.0,0.80475,2.855,0.0,0.315,0.5,7.1025,0.3585,0.1695,4.25,0.16525,5.295,24.5,0.0269999999999999,220.75,18.525,5.6425,yogurt lactose free,3.16
fish salmon,"[-1.43175375 -1.84653372  3.51694846 -2.47914064 -0.61959934 -1.12904787
  0.60692457 -2.44324309 -0.39698165  2.40749919 -1.43900159 -2.69031847
  0.11089607 -0.73510976  1.00904311  0.86789426  0.74075949 -1.16092071
  0.54145434 -2.70942104 -2.79987383 -1.68198204 -0.45804189  3.55803764
  0.54700224  0.55183513  1.31417173 -0.38314066  0.90967032 -1.87370628
  1.73220628  0.03781663 -0.48901886 -0.29734189 -0.08056948 -1.43277365
  0.08609112  1.22257149  0.40334916 -1.10638291 -0.56406528 -3.35838246
 -1.95107162 -1.33539802 -1.93264055  0.05018303  0.22090583  2.22721624
  2.25446361 -2.79892009  0.91149236  2.03798354 -1.3280732  -1.67712665
 -0.3349089  -0.19787292  0.16473196  0.415488    0.31443557 -0.13450703
 -0.32276522  0.2700021  -1.29757208 -0.77100686 -4.10999143  2.14191478
  2.00971991 -1.01039839 -0.08706009 -0.55076286  0.57788937 -1.21286026
 -1.54790145 -0.50342099 -1.15362602  3.14134848 -0.74000368 -1.90902793
  1.3503418   0.29409457 -0.98460826  0.29621809  0.27750907  3.31282985
 -1.28294021 -0.27703476 -0.57189634  2.23806131 -1.98639524 -0.35507678
  0.85559135 -2.26209509  0.21883292 -1.67612374  0.46459338 -0.35247088
 -0.60995686 -1.25582606  0.59164857 -1.49410307]",116.0,20.69,3.67,0.0,0.0,0.0,32.0,0.189,8.08,0.0,0.49,18.0,8.79,0.217,0.156,7.0,0.137,0.56,26.0,0.03,230.0,39.7,0.54,salmon,3.799502405
fish halibut,"[-1.40720290e+00 -1.43441045e+00  3.07400984e+00 -1.85112208e+00
 -5.92461228e-02 -4.96793815e-01  6.18240554e-01 -1.51720174e+00
  5.45988083e-02  1.55610009e+00 -1.37206918e+00 -1.76216838e+00
  3.67170349e-02 -8.40921700e-02  8.76499267e-01  6.19049951e-01
  6.53649420e-01 -5.07902861e-01  5.03717065e-01 -1.71818081e+00
 -1.62339401e+00 -1.73580641e+00 -4.45276514e-01  2.84653956e+00
  3.57540142e-01  3.17115538e-01  7.32247576e-01 -3.51938799e-01
  5.39168850e-01 -1.39026857e+00  1.03085956e+00  1.94612540e-01
  2.39161128e-01 -2.87868485e-01  3.13937843e-01 -1.20481625e+00
  3.04495677e-01  4.29679327e-01  2.38100750e-01 -7.31750607e-01
 -5.19716680e-01 -2.56154144e+00 -1.63072884e+00 -9.72985342e-01
 -1.02874520e+00 -5.02702892e-02  4.71773505e-01  1.92098340e+00
  2.13549381e+00 -2.82846254e+00  4.62846339e-01  1.23413599e+00
 -6.64707541e-01 -8.12065706e-01 -2.47253919e-01 -5.51310763e-01
 -4.85910699e-02  3.05349674e-01  2.54298225e-01  6.88102841e-02
 -7.21888989e-01  1.46391317e-01 -1.02055359e+00  9.36170854e-02
 -2.62139922e+00  1.64543870e+00  1.39979973e+00 -2.85374969e-01
 -5.76227546e-01 -1.30834609e-01  4.61247504e-01 -1.15192428e+00
 -9.90875624e-01 -4.03936610e-01 -1.04468091e+00  2.62903428e+00
 -6.72890827e-01 -1.54661834e+00  1.02796918e+00  5.37814543e-01
 -8.03202063e-01  3.70149077e-01 -8.55346406e-02  1.92603117e+00
 -1.07834326e+00  3.73517871e-02 -1.64744556e-02  1.76210916e+00
 -1.28728971e+00 -1.19668070e-01  4.34178859e-04 -1.84572321e+00
 -4.79076803e-03 -1.44788897e+00  6.55576438e-01 -2.98782293e-01
 -6.95866674e-01 -8.17349553e-01  2.60957025e-01 -1.37975362e+00]",114.5,21.33,2.825,0.905,0.0,0.0,47.5,0.328,2.165,0.0,1.475,7.5,6.0045,0.124,0.0745,26.5,0.0415,0.315,27.5,0.011,259.5,55.85,0.6799999999999999,rock fish,6.94
fish herring,"[-8.50374013e-01 -8.08974758e-01  2.38075770e+00 -1.04494282e+00
  3.38439245e-01 -6.43506035e-01  4.73972112e-01 -1.19306451e+00
 -2.59898454e-01  1.37910135e+00 -1.18106740e+00 -1.24996730e+00
 -1.69424176e-01 -1.91720616e-01  9.59872641e-01  4.30880737e-01
  5.51697552e-01 -2.76753187e-01  3.82532485e-01 -1.31909527e+00
 -1.27044034e+00 -1.13910338e+00 -3.06398754e-01  2.10897534e+00
  5.19788787e-02  8.16804469e-02  5.66920644e-01 -2.14748096e-01
  4.67389598e-01 -1.18621992e+00  6.56840522e-01 -8.07145610e-04
  3.25277478e-01 -3.25611025e-01  5.09716943e-02 -1.07330377e+00
  1.48136549e-01  3.53508381e-01 -1.38747660e-02 -3.99508147e-01
 -8.31787735e-02 -1.88904941e+00 -1.26732367e+00 -8.57845992e-01
 -7.56471816e-01 -2.46168082e-01  1.77936770e-01  1.38374200e+00
  1.56268130e+00 -1.94907774e+00  1.27794214e-01  7.20454033e-01
 -7.93314900e-01 -8.38149175e-01 -2.75603734e-01 -1.57154042e-01
  2.80643813e-02  9.73342247e-02  3.00617296e-01  3.39070205e-01
 -4.38110109e-01  3.02355979e-01 -6.79742783e-01  2.06759967e-01
 -2.01124426e+00  1.21636002e+00  1.13229042e+00 -2.62969911e-01
 -7.03962266e-01 -3.11353497e-01  3.13350700e-01 -9.22445077e-01
 -8.82541618e-01 -1.74960509e-01 -8.14745717e-01  2.02989262e+00
 -4.15193597e-01 -1.02774487e+00  7.07849234e-01  2.71430951e-01
 -4.26643997e-01  2.97882259e-01 -1.44575738e-01  1.36582336e+00
 -9.02995836e-01  1.71282291e-02 -2.89035231e-01  1.40287845e+00
 -8.81685472e-01 -7.25220256e-02  8.18680823e-02 -1.24007848e+00
 -1.24677762e-01 -1.34364465e+00  3.69264623e-01 -2.52869878e-01
 -4.49229464e-01 -6.60051666e-01  2.27275006e-01 -9.46231171e-01]",489.0,44.5,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.01,0.0,0.0,0.0,0.0,0.0,684.0,0.0,0.0,rock fish,6.94
fish herring eggs,"[ 1.26708792e+00  4.07881329e-01  1.50006543e-01 -4.08459499e-01
 -5.97537585e-01 -3.71232594e-01  1.44313298e+00 -1.92671617e-01
 -1.30269267e+00  2.01158139e+00 -5.45413829e-01 -5.78726408e-01
  4.72695152e-01 -1.52277685e+00 -8.51619616e-01  9.13680641e-01
  1.49623573e-01  1.77153508e-01 -8.23675151e-01 -5.87387954e-02
  3.73965184e-01 -7.46260236e-02  7.81690845e-02  4.54805965e-01
  4.18649390e-01  3.39912713e-01  1.37808486e-01  3.36606575e-01
  1.57700516e+00 -1.36477927e+00  2.22949716e-01 -4.36977492e-01
 -6.03764037e-01  2.24356035e-01  5.15329724e-01 -9.92159545e-02
 -1.26766368e+00 -5.84584933e-01 -4.43877973e-01 -6.53634607e-01
 -9.27127292e-01 -1.79481991e+00 -1.23633969e+00 -2.03784804e-01
 -1.21751257e+00  8.54695605e-02 -3.23787943e-01  5.39568206e-01
  4.72781291e-01 -7.96571185e-01  1.58667418e+00 -2.24081638e-01
  5.39484603e-01 -9.94848520e-01  7.78961286e-01  4.36037806e-01
 -1.30796011e+00  1.06772500e+00 -6.49418461e-01 -3.84103176e-01
  1.11814422e-01  3.08015190e-01  8.42813849e-02  3.90747989e-01
 -2.67503116e+00  1.26311754e+00  5.33487295e-01  1.13714000e-01
 -4.07057994e-02 -8.54100580e-01  1.14051004e-03 -1.42486430e+00
 -9.55646330e-01 -7.74076154e-01 -1.14723344e+00  3.34175313e+00
  3.59198504e-01 -1.27354796e+00 -8.88535380e-02  5.51115938e-01
  8.93299480e-01 -2.10305611e-01 -2.41591539e-01 -5.12415346e-01
  5.60848626e-01  1.20390828e+00 -4.71373796e-01  3.34595154e-01
 -3.26964899e-01 -9.16211195e-01  1.25619088e+00 -9.92766658e-01
 -1.02314741e+00 -9.16420687e-01 -4.14701961e-02  3.96892883e-01
  3.48296136e-01 -1.67744650e+00  5.05458986e-01 -2.28349437e-01]",193.0,35.0,4.265,3.635,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.95,0.145,0.075,24.0,0.0,1.35,0.0,0.0,404.0,0.0,0.0,eggs,3.228266612
fish herring eggs on giant kelp,"[ 0.37890421  0.39187741 -0.13970342 -0.50054518 -0.8319169   0.46064832
  0.57146022 -0.34832196 -0.51557359  0.3025759  -0.4412048  -1.00627368
  0.21235963 -0.81943284 -0.59145382  0.37669982  0.76080719 -0.14137054
  0.49378716  0.34508771  0.36194612  0.01699699  0.07920156  1.35754725
  0.23508698  0.56822944 -0.0079297   0.02353942  0.5200182  -0.7977846
  0.14180653  0.12866831 -0.11590994 -0.49838745  0.0452692  -0.10513
 -0.71817694  0.36982751  0.45181916  0.13653584 -0.58508117 -1.17711143
 -1.2886049   0.41388349 -0.62425563 -0.0804703  -0.25988345 -0.18446805
 -0.1779952  -0.03236833  1.10404328  0.35134383  0.24079041 -0.36314064
  0.79203837  0.21654246  0.10834378 -0.10794494 -0.23385764 -0.41225314
  0.36507204  0.04501323  0.57844835 -0.23832116 -1.69124979  1.01556226
  0.41610141  0.19511222  0.24737794 -0.61017142 -0.17251859 -0.45677829
 -0.76621646 -0.37250975  0.05643687  1.96238448  0.30062718 -1.45088971
  0.02866588 -0.30397946  0.21653584 -0.59989864  0.14817899  0.14154363
  0.347028    0.84450065 -0.40607239  0.13421063 -0.0558399  -0.86185113
  0.55765877  0.41966789 -0.63219141 -1.06038737 -0.00809784  0.36125871
  0.16257483 -0.56262963  0.6819939   0.57047771]",63.0,11.3,0.8,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.13,0.1,161.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,eggs,3.228266612
fish salmon,"[-1.43175375 -1.84653372  3.51694846 -2.47914064 -0.61959934 -1.12904787
  0.60692457 -2.44324309 -0.39698165  2.40749919 -1.43900159 -2.69031847
  0.11089607 -0.73510976  1.00904311  0.86789426  0.74075949 -1.16092071
  0.54145434 -2.70942104 -2.79987383 -1.68198204 -0.45804189  3.55803764
  0.54700224  0.55183513  1.31417173 -0.38314066  0.90967032 -1.87370628
  1.73220628  0.03781663 -0.48901886 -0.29734189 -0.08056948 -1.43277365
  0.08609112  1.22257149  0.40334916 -1.10638291 -0.56406528 -3.35838246
 -1.95107162 -1.33539802 -1.93264055  0.05018303  0.22090583  2.22721624
  2.25446361 -2.79892009  0.91149236  2.03798354 -1.3280732  -1.67712665
 -0.3349089  -0.19787292  0.16473196  0.415488    0.31443557 -0.13450703
 -0.32276522  0.2700021  -1.29757208 -0.77100686 -4.10999143  2.14191478
  2.00971991 -1.01039839 -0.08706009 -0.55076286  0.57788937 -1.21286026
 -1.54790145 -0.50342099 -1.15362602  3.14134848 -0.74000368 -1.90902793
  1.3503418   0.29409457 -0.98460826  0.29621809  0.27750907  3.31282985
 -1.28294021 -0.27703476 -0.57189634  2.23806131 -1.98639524 -0.35507678
  0.85559135 -2.26209509  0.21883292 -1.67612374  0.46459338 -0.35247088
 -0.60995686 -1.25582606  0.59164857 -1.49410307]",210.46153846153845,27.948461538461533,10.775384615384615,0.3307692307692307,0.0,0.0,27.0,0.1853076923076922,5.6376923076923084,0.0,0.4838461538461539,4.307692307692308,9.03576923076923,0.2679230769230769,0.1111538461538461,43.38461538461539,0.073,1.47,21.384615384615383,0.019,227.3846153846154,26.261538461538464,0.4715384615384616,salmon,3.799502405
fish whitefish,"[-0.76119657 -0.89048511  2.41425765 -1.03597599  0.34054512 -0.50504357
  0.58214421 -1.44035344 -0.37280493  1.33662441 -1.14971467 -1.28514261
 -0.07401846 -0.02746495  0.86222559  0.42999725  0.49398984 -0.08725652
  0.29225639 -1.26608878 -1.18995015 -1.07834625 -0.30339106  2.00522493
  0.03022257  0.19116584  0.618298   -0.29055366  0.38970185 -1.29324636
  0.6227838   0.02171069  0.2465844  -0.38451812  0.16942189 -0.96573136
  0.15674369  0.31019343 -0.00305242 -0.41218648 -0.26096349 -1.69644777
 -1.22511441 -0.78542996 -0.68940298 -0.2420412   0.18458311  1.4312223
  1.39045025 -2.09748582  0.23205153  0.68019526 -0.76659942 -1.05421287
 -0.2396246  -0.13213692  0.04373558  0.04414954  0.33131723  0.37162179
 -0.41125721  0.33891135 -0.53975345  0.0225476  -1.97391582  1.19278052
  1.02723303 -0.3563568  -0.73713519 -0.37158794  0.24982284 -0.94005173
 -0.88653682 -0.14491671 -0.88396135  1.91461299 -0.43107541 -1.15942816
  0.69309175  0.30338957 -0.49350603  0.36687454  0.01880175  1.38490394
 -0.99187356  0.20707854 -0.19434735  1.29040472 -0.88400908  0.06001052
  0.0504536  -1.18613511 -0.0353815  -1.17401923  0.40725083 -0.27334151
 -0.30778456 -0.52487095  0.13081278 -0.98752503]",163.4,25.12,6.0840000000000005,1.998,0.0,0.0,26.0,0.1048,14.96,2.4,0.668,12.8,2.9712,0.3021999999999999,0.0902,181.8,0.0944,4.568,29.6,0.09,433.0,41.16,1.618,rock fish,6.94
